Pagetype,Assignee,ilanTarihi,kategori,marka,model,il,galeri_ID,ilanNo,photoCount,Fiyat,Detail_ContactNumberCount ,Detail_MessageContactStatus,Detail_850Status,Detail_PhoneContactStatus,Detail_Breadcrumb,Detail_CarSegment,ilan_no,ilan_tarihi,seri,yil,kilometre,vites_tipi,yakit_tipi,kasa_tipi,renk,motor_hacmi,motor_gucu,cekis,arac_durumu,ort._yakit_tuketimi,yakit_deposu,boya-degisen,takasa_uygun,kimden,Etiket,motor_gucu_(kw),batarya_voltaji_(v),menzil,sarj_suresi,pil_kapasitesi_(kwh),plaka_uyrugu
Detail,4165770,20240322,Otomobil,Suzuki,1.3 GLX,Muğla,4196791,24328431,25,279000,1,1,1,1,Otomobil / Suzuki / Swift / 1.3 / GLX / ,B,24328431,22 Mart 2024,Swift,2001,157.000 km,Otomatik,Benzin,Hatchback/5,Kırmızı,1298 cc,69 hp,Önden Çekiş,,"5,9 lt",40 lt,Tamamı orjinal,Takasa Uygun,Galeriden,Düşük Km,,,,,,
Detail,4644256,20240329,Otomobil,Suzuki,1.1 GLX,Antalya,4682917,24764336,0,239500,1,1,1,1,Otomobil / Suzuki / Alto / 1.1 / GLX / ,A,24764336,29 Mart 2024,Alto,2004,240.000 km,Düz,LPG & Benzin,Hatchback/5,Gri (Gümüş),1061 cc,63 hp,Önden Çekiş,İkinci El,"4,9 lt",35 lt,Belirtilmemiş,Takasa Uygun,Galeriden,,,,,,,
Detail,9280185,20240328,Otomobil,Suzuki,1.1 GLX,Muğla,9354792,24954071,12,285000,1,1,0,1,Otomobil / Suzuki / Alto / 1.1 / GLX / ,A,24954071,28 Mart 2024,Alto,2005,167.000 km,Düz,LPG & Benzin,Hatchback/5,Gri,1061 cc,63 hp,Önden Çekiş,İkinci El,"4,9 lt",35 lt,3 boyalı,,Sahibinden,,,,,,,
Detail,7607007,20240325,Otomobil,Suzuki,1.2 GL,İstanbul,642237,24140728,25,540000,2,1,0,1,Otomobil / Suzuki / Swift / 1.2 / GL / ,B,24140728,25 Mart 2024,Swift,2012,174.000 km,Düz,Benzin,Hatchback/5,Siyah,1242 cc,95 hp,Önden Çekiş,,5 lt,42 lt,2 boyalı,Takasa Uygun Değil,Galeriden,,,,,,,
Detail,11797,20240328,Otomobil,Suzuki,1.3 MT 4X4,İzmir,2123791,24756338,18,429000,1,1,1,1,Otomobil / Suzuki / Swift / 1.3 / MT 4X4 / ,B,24756338,28 Mart 2024,Swift,2007,154.000 km,Düz,LPG & Benzin,Hatchback/5,Siyah,1328 cc,93 hp,4WD (Sürekli),İkinci El,"6,5 lt",40 lt,Belirtilmemiş,Takasa Uygun,Galeriden,,,,,,,
Detail,9617687,20240322,Otomobil,Suzuki,800,İstanbul,9691979,24886111,8,180000,1,1,0,1,Otomobil / Suzuki / Maruti / 800 / ,A,24886111,22 Mart 2024,Maruti,2000,106.000 km,Düz,Benzin,Hatchback/5,Kırmızı,796 cc,45 hp,Önden Çekiş,İkinci El,"6,5 lt",30 lt,Tamamı orjinal,Takasa Uygun,Sahibinden,Düşük Km,,,,,,
Detail,30,20240307,Otomobil,Suzuki,1.0 GL,Eskişehir,2008814,24468712,25,185750,1,1,1,1,Otomobil / Suzuki / Swift / 1.0 / GL / ,C,24468712,07 Mart 2024,Swift,1994,93.000 km,Otomatik,LPG & Benzin,Hatchback/5,Beyaz,993 cc,53 hp,Önden Çekiş,İkinci El,,40 lt,Tamamı orjinal,Takasa Uygun,Galeriden,Düşük Km,,,,,,
Detail,3820965,20240325,Otomobil,Suzuki,1.3 GLX,Sakarya,3852352,24922446,15,310000,1,1,0,1,Otomobil / Suzuki / Swift / 1.3 / GLX / ,B,24922446,25 Mart 2024,Swift,2001,197.000 km,Otomatik,LPG & Benzin,Hatchback/5,Kırmızı,1298 cc,69 hp,Önden Çekiş,İkinci El,"5,9 lt",40 lt,Belirtilmemiş,,Sahibinden,,,,,,,
Detail,9457434,20240327,Otomobil,Suzuki,1.3 GLX,Ankara,9531858,24359863,13,230000,1,1,0,1,Otomobil / Suzuki / Swift / 1.3 / GLX / ,B,24359863,27 Mart 2024,Swift,2001,182.000 km,Düz,LPG & Benzin,Sedan,Beyaz,1298 cc,69 hp,Önden Çekiş,,"5,9 lt",40 lt,Belirtilmemiş,Takasa Uygun,Sahibinden,,,,,,,
Detail,5417111,20240330,Otomobil,Suzuki,1.2 GLS,İstanbul,5490032,24975368,22,525000,1,1,1,1,Otomobil / Suzuki / Splash / 1.2 GLS / ,B,24975368,30 Mart 2024,Splash,2012,110.000 km,Otomatik,Benzin,Hatchback/5,Siyah,1242 cc,95 hp,Önden Çekiş,İkinci El,"5,9 lt",45 lt,4 boyalı,Takasa Uygun,Galeriden,Ana Sayfa Vitrin,,,,,,
Detail,991451,20240326,Otomobil,Suzuki,1.3 GLX,Mersin,3105192,24933402,7,233000,1,1,0,1,Otomobil / Suzuki / Swift / 1.3 / GLX / ,B,24933402,26 Mart 2024,Swift,2001,160.000 km,Düz,LPG & Benzin,Sedan,Gri (Gümüş),1298 cc,69 hp,Önden Çekiş,İkinci El,"5,9 lt",40 lt,Belirtilmemiş,,Sahibinden,Düşük Km,,,,,,
Detail,9618087,20240322,Otomobil,Suzuki,1.3 GLX,Ankara,9692379,24888071,8,230000,1,1,0,1,Otomobil / Suzuki / Swift / 1.3 / GLX / ,C,24888071,22 Mart 2024,Swift,2001,123.000 km,Düz,Benzin,Hatchback/5,Mavi,1298 cc,86 hp,Önden Çekiş,İkinci El,"5,6 lt",40 lt,Belirtilmemiş,,Sahibinden,"Fiyatı Düşen,Düşük Km",,,,,,
Detail,9622763,20240331,Otomobil,Suzuki,1.2 GL,Bursa,9697053,24972435,15,680000,1,1,0,1,Otomobil / Suzuki / Swift / 1.2 / GL / ,B,24972435,31 Mart 2024,Swift,2016,98.000 km,Otomatik,Benzin,Hatchback/5,Beyaz,1242 cc,95 hp,Önden Çekiş,İkinci El,"5,6 lt",42 lt,Belirtilmemiş,Takasa Uygun,Sahibinden,,,,,,,
Detail,9378787,20240329,Otomobil,Suzuki,1.2 GL,Ankara,9453309,24972258,24,699000,1,1,1,1,Otomobil / Suzuki / Swift / 1.2 / GL / ,B,24972258,29 Mart 2024,Swift,2021,32.000 km,Düz,Hibrit,Hatchback/5,Beyaz,1197 cc,83 hp,Önden Çekiş,İkinci El,"4,1 lt",37 lt,2 boyalı,Takasa Uygun,Galeriden,,,,,,,
Detail,9253972,20240326,Otomobil,Suzuki,1.1 GLX,Kocaeli,9328596,24933916,10,239000,1,1,1,1,Otomobil / Suzuki / Alto / 1.1 / GLX / ,A,24933916,26 Mart 2024,Alto,2004,180.000 km,Düz,LPG & Benzin,Hatchback/5,Mavi,1061 cc,63 hp,Önden Çekiş,İkinci El,"4,9 lt",35 lt,"1 değişen, 5 boyalı",Takasa Uygun,Galeriden,,,,,,,
Detail,7075512,20240331,Otomobil,Suzuki,1.3 GLX,Çanakkale,7151216,24987475,15,220000,1,1,0,1,Otomobil / Suzuki / Swift / 1.3 / GLX / ,C,24987475,31 Mart 2024,Swift,1998,194.000 km,Otomatik,LPG & Benzin,Sedan,Kırmızı,1298 cc,69 hp,Önden Çekiş,İkinci El,,40 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,Acil,,,,,,
Detail,9380801,20240323,Otomobil,Suzuki,1.2 GL,Muğla,9455320,24902984,24,795000,1,1,1,1,Otomobil / Suzuki / Swift / 1.2 / GL / ,B,24902984,23 Mart 2024,Swift,2020,26.000 km,Otomatik,Benzin,Hatchback/5,Füme,1242 cc,90 hp,Önden Çekiş,İkinci El,"4,9 lt",37 lt,2 boyalı,Takasa Uygun,Galeriden,Düşük Km,,,,,,
Detail,9272561,20240331,Otomobil,Suzuki,1.3 GLX,Kocaeli,9347172,24985982,8,225000,1,1,0,1,Otomobil / Suzuki / Swift / 1.3 / GLX / ,B,24985982,31 Mart 2024,Swift,2001,83.700 km,Düz,Benzin,Sedan,Kırmızı,1298 cc,69 hp,Önden Çekiş,İkinci El,"5,9 lt",40 lt,"2 değişen, 10 boyalı",,Sahibinden,Düşük Km,,,,,,
Detail,9494543,20240330,Otomobil,Suzuki,GL,Aydın,9568923,24973385,13,538000,1,1,0,1,Otomobil / Suzuki / SX4 / GL / ,C,24973385,30 Mart 2024,SX4,2009,238.000 km,Düz,LPG & Benzin,Hatchback/5,Siyah,1586 cc,122 hp,Önden Çekiş,İkinci El,"6,2 lt",50 lt,Belirtilmemiş,Takasa Uygun,Sahibinden,,,,,,,
Detail,4578023,20240329,Otomobil,Suzuki,1.2 GLX,İstanbul,4610572,24968947,24,985500,1,1,1,1,Otomobil / Suzuki / Swift / 1.2 / GLX / ,B,24968947,29 Mart 2024,Swift,2023,7.000 km,Otomatik,Hibrit,Hatchback/5,Kırmızı,1197 cc,83 hp,Önden Çekiş,İkinci El,"4,1 lt",37 lt,Tamamı orjinal,Takasa Uygun,Yetkili Bayiden,"Yeni Gibi,Düşük Km",,,,,,
Detail,7437796,20240323,Otomobil,Suzuki,1.2 GL,Antalya,7513297,24905041,14,635000,1,1,1,1,Otomobil / Suzuki / Swift / 1.2 / GL / ,B,24905041,23 Mart 2024,Swift,2013,130.000 km,Otomatik,Benzin,Hatchback/5,Beyaz,1242 cc,95 hp,Önden Çekiş,İkinci El,"5,6 lt",42 lt,1 değişen,Takasa Uygun,Galeriden,,,,,,,
Detail,7115363,20240322,Otomobil,Suzuki,1.0 GL,İstanbul,7191039,24709575,25,487000,1,0,1,1,Otomobil / Suzuki / Alto / 1.0 / GL / ,A,24709575,22 Mart 2024,Alto,2011,76.000 km,Otomatik,Benzin,Hatchback/5,Gri (Gümüş),996 cc,69 hp,Önden Çekiş,İkinci El,"5,2 lt",35 lt,"1 değişen, 3 boyalı",Takasa Uygun Değil,Galeriden,Düşük Km,,,,,,
Detail,9376327,20240327,Otomobil,Suzuki,1.2,İstanbul,996765,24749473,20,739900,2,1,0,1,Otomobil / Suzuki / Baleno / 1.2 / ,B,24749473,27 Mart 2024,Baleno,2018,83.000 km,Otomatik,Benzin,Hatchback/5,Beyaz,1242 cc,91 hp,Önden Çekiş,İkinci El,"4,7 lt",37 lt,Tamamı orjinal,Takasa Uygun,Galeriden,,,,,,,
Detail,9619300,20240322,Otomobil,Suzuki,1.2 GLS,Bursa,9693592,24893521,14,475000,1,1,0,1,Otomobil / Suzuki / Splash / 1.2 GLS / ,B,24893521,22 Mart 2024,Splash,2011,115.000 km,Otomatik,Benzin,Hatchback/5,Beyaz,1242 cc,95 hp,Önden Çekiş,İkinci El,"5,9 lt",45 lt,3 boyalı,Takasa Uygun Değil,Sahibinden,Fiyatı Düşen,,,,,,
Detail,9634272,20240327,Otomobil,Suzuki,1.3 GLX,Ankara,9708558,24951309,15,228500,1,1,0,1,Otomobil / Suzuki / Swift / 1.3 / GLX / ,C,24951309,27 Mart 2024,Swift,1998,235.000 km,Otomatik,LPG & Benzin,Sedan,Yeşil (metalik),1298 cc,69 hp,Önden Çekiş,İkinci El,,40 lt,"1 değişen, 11 boyalı",Takasa Uygun Değil,Sahibinden,,,,,,,
Detail,7674325,20240322,Otomobil,Suzuki,1.2 GL,Muğla,7749539,24710400,25,815000,1,1,0,1,Otomobil / Suzuki / Swift / 1.2 / GL / ,B,24710400,22 Mart 2024,Swift,2021,51.000 km,Otomatik,Hibrit,Hatchback/5,Mavi,1197 cc,83 hp,Önden Çekiş,İkinci El,"4,1 lt",37 lt,Belirtilmemiş,Takasa Uygun,Galeriden,,,,,,,
Detail,8628458,20240323,Otomobil,Suzuki,1.3 GLX,Sivas,8702931,23840503,15,275000,1,1,0,1,Otomobil / Suzuki / Swift / 1.3 / GLX / ,B,23840503,23 Mart 2024,Swift,2001,156.000 km,Otomatik,LPG & Benzin,Hatchback/5,Kırmızı,1298 cc,69 hp,Önden Çekiş,İkinci El,"5,9 lt",40 lt,Tamamı orjinal,Takasa Uygun,Sahibinden,Düşük Km,,,,,,
Detail,9353578,20240323,Otomobil,Suzuki,1.3 GTi,Konya,9428128,24911977,23,148800,1,1,1,1,Otomobil / Suzuki / Swift / 1.3 / GTi / ,C,24911977,23 Mart 2024,Swift,1990,296.000 km,Düz,LPG & Benzin,Hatchback/3,Mavi (metalik),1298 cc,103 hp,Önden Çekiş,İkinci El,,40 lt,Belirtilmemiş,Takasa Uygun,Galeriden,,,,,,,
Detail,3194762,20240328,Otomobil,Suzuki,1.6 GLX,İzmir,3271699,24953354,5,300000,1,1,0,1,Otomobil / Suzuki / Baleno / 1.6 / GLX / ,,24953354,28 Mart 2024,Baleno,1996,297.000 km,Otomatik,LPG & Benzin,Sedan,Bordo,,,,İkinci El,,,Belirtilmemiş,,Sahibinden,,,,,,,
Detail,9623503,20240324,Otomobil,Suzuki,1.2 GLX,İstanbul,9697793,24910923,8,950000,1,1,0,1,Otomobil / Suzuki / Swift / 1.2 / GLX / ,B,24910923,24 Mart 2024,Swift,2021,14.800 km,Otomatik,Hibrit,Hatchback/5,Gri (metalik),1197 cc,83 hp,Önden Çekiş,İkinci El,"4,1 lt",37 lt,Belirtilmemiş,,Sahibinden,"Yeni Gibi,Düşük Km",,,,,,
Detail,8356425,20240323,Otomobil,Suzuki,1.3 DDiS GL,Antalya,7520359,24908254,24,430000,1,1,0,1,Otomobil / Suzuki / Swift / 1.3 / DDiS GL / ,B,24908254,23 Mart 2024,Swift,2011,195.000 km,Düz,Dizel,Hatchback/5,Kırmızı,1248 cc,76 hp,Önden Çekiş,İkinci El,"4,7 lt",45 lt,2 boyalı,Takasa Uygun,Galeriden,,,,,,,
Detail,9224445,20240329,Otomobil,Suzuki,1.3 MT 4X4,İzmir,9299100,24962477,11,385000,1,1,0,1,Otomobil / Suzuki / Swift / 1.3 / MT 4X4 / ,B,24962477,29 Mart 2024,Swift,2007,240.000 km,Düz,Benzin,Hatchback/5,Füme,1328 cc,93 hp,4WD (Sürekli),İkinci El,"6,5 lt",40 lt,Tamamı orjinal,,Sahibinden,,,,,,,
Detail,3924059,20240331,Otomobil,Suzuki,800,Edirne,3955338,23817265,7,132000,1,1,0,1,Otomobil / Suzuki / Maruti / 800 / ,A,23817265,31 Mart 2024,Maruti,1994,180.000 km,Düz,Benzin,Hatchback/5,Lacivert,796 cc,39 hp,Önden Çekiş,İkinci El,,35 lt,1 boyalı,Takasa Uygun Değil,Sahibinden,Düşük Km,,,,,,
Detail,6913714,20240325,Otomobil,Suzuki,1.6 GLX,İstanbul,6989562,24919499,15,185000,1,1,0,1,Otomobil / Suzuki / Baleno / 1.6 / GLX / ,C,24919499,25 Mart 2024,Baleno,1996,140.000 km,Düz,LPG & Benzin,Sedan,Beyaz,1590 cc,99 hp,Önden Çekiş,İkinci El,,51 lt,Tamamı orjinal,Takasa Uygun Değil,Sahibinden,Düşük Km,,,,,,
Detail,8408208,20240325,Otomobil,Suzuki,1.3 MT 4X4,Bolu,8482877,24676122,12,410000,1,1,1,1,Otomobil / Suzuki / Swift / 1.3 / MT 4X4 / ,B,24676122,25 Mart 2024,Swift,2007,208.000 km,Düz,LPG & Benzin,Hatchback/5,Kırmızı,1328 cc,93 hp,4WD (Sürekli),İkinci El,"6,5 lt",40 lt,Tamamı orjinal,Takasa Uygun,Galeriden,,,,,,,
Detail,6382991,20240326,Otomobil,Suzuki,800,İzmir,6459060,24932811,10,150000,1,1,0,1,Otomobil / Suzuki / Maruti / 800 / ,A,24932811,26 Mart 2024,Maruti,1998,80.000 km,Düz,LPG & Benzin,Hatchback/5,Beyaz,796 cc,39 hp,Önden Çekiş,İkinci El,,35 lt,Belirtilmemiş,,Sahibinden,Düşük Km,,,,,,
Detail,1380,20240327,Otomobil,Suzuki,1.2 GL,İstanbul,322565,24946008,25,915000,1,0,1,1,Otomobil / Suzuki / Swift / 1.2 / GL / ,B,24946008,27 Mart 2024,Swift,2022,18.850 km,Otomatik,Benzin,Hatchback/5,Mavi,1242 cc,90 hp,Önden Çekiş,İkinci El,"4,9 lt",37 lt,Belirtilmemiş,Takasa Uygun,Galeriden,Yeni Gibi,,,,,,
Detail,7139204,20240315,Otomobil,Suzuki,GLX,Antalya,7214864,24760965,15,625000,1,1,0,1,Otomobil / Suzuki / SX4 / GLX / ,C,24760965,15 Mart 2024,SX4,2013,123.000 km,Otomatik,Benzin,Hatchback/5,Gri (titanyum),1586 cc,122 hp,Önden Çekiş,İkinci El,"6,7 lt",50 lt,3 boyalı,,Sahibinden,,,,,,,
Detail,13714,20240320,Otomobil,Suzuki,1.2 GLX,Samsun,516414,24698144,14,1025000,1,1,1,1,Otomobil / Suzuki / Swift / 1.2 / GLX / ,,24698144,20 Mart 2024,Swift,2023,8.168 km,Otomatik,LPG & Benzin,Hatchback/5,Siyah,1200 cc,83 hp,Önden Çekiş,İkinci El,,,Tamamı orjinal,Takasa Uygun,Yetkili Bayiden,Yeni Gibi,,,,,,
Detail,9598095,20240318,Otomobil,Suzuki,1.3 GS,Antalya,9672407,24830044,6,235000,1,1,1,1,Otomobil / Suzuki / Swift / 1.3 / GS / ,C,24830044,18 Mart 2024,Swift,1996,60.000 km,Düz,LPG & Benzin,-,Kırmızı,1298 cc,69 hp,Önden Çekiş,İkinci El,,40 lt,Belirtilmemiş,Takasa Uygun,Galeriden,"Fiyatı Düşen,Düşük Km",,,,,,
Detail,3986113,20240320,Otomobil,Suzuki,1.3 GLX,Kütahya,4017325,24867419,15,278000,1,1,1,1,Otomobil / Suzuki / Swift / 1.3 / GLX / ,C,24867419,20 Mart 2024,Swift,1998,111.000 km,Otomatik,LPG & Benzin,Sedan,Kırmızı,1298 cc,69 hp,Önden Çekiş,İkinci El,,40 lt,"2 değişen, 3 boyalı",Takasa Uygun Değil,Galeriden,Düşük Km,,,,,,
Detail,3498600,20240318,Otomobil,Suzuki,1.3 GLX,Antalya,3530092,24777069,7,250000,1,1,0,1,Otomobil / Suzuki / Swift / 1.3 / GLX / ,C,24777069,18 Mart 2024,Swift,2002,250.000 km,Düz,LPG & Benzin,Hatchback/5,Gri (Gümüş),1298 cc,86 hp,Önden Çekiş,İkinci El,"5,6 lt",40 lt,5 boyalı,Takasa Uygun,Sahibinden,,,,,,,
Detail,6142049,20240317,Otomobil,Suzuki,1.3 GLX,Kocaeli,6218188,24591750,23,258000,1,1,1,1,Otomobil / Suzuki / Swift / 1.3 / GLX / ,C,24591750,17 Mart 2024,Swift,2000,180.000 km,Düz,Benzin,Sedan,Gri (Gümüş),1298 cc,69 hp,Önden Çekiş,İkinci El,"5,9 lt",40 lt,Belirtilmemiş,Takasa Uygun,Galeriden,,,,,,,
Detail,9605549,20240317,Otomobil,Suzuki,0.8 GL,Sakarya,9679855,24805903,10,110000,1,1,0,1,Otomobil / Suzuki / Alto / 0.8 GL / ,A,24805903,17 Mart 2024,Alto,1991,104.000 km,Düz,Benzin,Hatchback/5,Lacivert,796 cc,41 hp,Önden Çekiş,İkinci El,,35 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,Düşük Km,,,,,,
Detail,7081571,20240314,Otomobil,Suzuki,1.3 GL,İstanbul,7157274,24752877,12,285000,1,1,0,1,Otomobil / Suzuki / Swift / 1.3 / GL / ,,24752877,14 Mart 2024,Swift,2006,203.000 km,Düz,Benzin,Hatchback/5,Füme,,,,İkinci El,,,Belirtilmemiş,,Sahibinden,,,,,,,
Detail,3238549,20240312,Otomobil,Suzuki,GL,Adana,1453341,24735751,15,545000,1,1,0,1,Otomobil / Suzuki / SX4 / GL / ,C,24735751,12 Mart 2024,SX4,2013,139.000 km,Otomatik,LPG & Benzin,Hatchback/5,Siyah,1586 cc,122 hp,Önden Çekiş,İkinci El,"6,7 lt",50 lt,"1 değişen, 3 boyalı",,Sahibinden,,,,,,,
Detail,6583,20240311,Otomobil,Suzuki,1.2,İstanbul,177972,24502620,9,717000,1,1,1,1,Otomobil / Suzuki / Baleno / 1.2 / ,,24502620,11 Mart 2024,Baleno,2018,73.000 km,Otomatik,Benzin,Hatchback/3,Gri,-,-,Önden Çekiş,İkinci El,,,1 değişen,Takasa Uygun Değil,Yetkili Bayiden,,,,,,,
Detail,3492980,20240321,Otomobil,Suzuki,1.2,Ankara,3524478,24287084,15,708750,1,1,0,1,Otomobil / Suzuki / Baleno / 1.2 / ,B,24287084,21 Mart 2024,Baleno,2018,57.505 km,Otomatik,Benzin,Hatchback/5,Beyaz,1242 cc,91 hp,Önden Çekiş,İkinci El,"4,7 lt",37 lt,"1 değişen, 2 boyalı",Takasa Uygun,Yetkili Bayiden,,,,,,,
Detail,3398012,20240309,Otomobil,Suzuki,1.3 GLX,Kocaeli,3429615,24717987,9,255000,1,1,0,1,Otomobil / Suzuki / Swift / 1.3 / GLX / ,B,24717987,09 Mart 2024,Swift,2000,174.000 km,Düz,LPG & Benzin,Sedan,Gri,1298 cc,69 hp,Önden Çekiş,İkinci El,"5,9 lt",40 lt,10 boyalı,,Sahibinden,,,,,,,
Detail,4247180,20240319,Otomobil,Suzuki,1.3 MT 4X4,Konya,4278149,24685006,25,370000,1,1,1,1,Otomobil / Suzuki / Swift / 1.3 / MT 4X4 / ,B,24685006,19 Mart 2024,Swift,2006,202.000 km,Düz,LPG & Benzin,Hatchback/5,Gri (Gümüş),1328 cc,93 hp,4WD (Sürekli),İkinci El,"6,5 lt",40 lt,Tamamı orjinal,Takasa Uygun,Galeriden,,,,,,,
Detail,9138425,20240318,Otomobil,Suzuki,800,İstanbul,9213133,24287524,5,39900,1,1,0,1,Otomobil / Suzuki / Maruti / 800 / ,A,24287524,18 Mart 2024,Maruti,2000,12.276 km,Düz,Benzin,Hatchback/5,Mavi,796 cc,45 hp,Önden Çekiş,İkinci El,"6,5 lt",30 lt,2 boyalı,Takasa Uygun Değil,Sahibinden,Düşük Km,,,,,,
Detail,3280600,20240320,Otomobil,Suzuki,GL,Konya,3387489,24851839,15,410000,1,1,0,1,Otomobil / Suzuki / SX4 / GL / ,C,24851839,20 Mart 2024,SX4,2008,272.200 km,Düz,LPG & Benzin,Hatchback/5,Mavi (metalik),1586 cc,122 hp,Önden Çekiş,İkinci El,"6,2 lt",50 lt,2 boyalı,Takasa Uygun,Sahibinden,,,,,,,
Detail,4940532,20240313,Otomobil,Suzuki,1.2 GL,Ankara,4999144,24747736,10,720000,1,1,0,1,Otomobil / Suzuki / Swift / 1.2 / GL / ,B,24747736,13 Mart 2024,Swift,2016,36.410 km,Otomatik,LPG & Benzin,Hatchback/5,Mavi (metalik),1242 cc,95 hp,Önden Çekiş,İkinci El,"5,6 lt",42 lt,2 boyalı,Takasa Uygun Değil,Sahibinden,Düşük Km,,,,,,
Detail,3443180,20240309,Otomobil,Suzuki,800,Ankara,3474720,24201070,12,137000,1,1,0,1,Otomobil / Suzuki / Maruti / 800 / ,A,24201070,09 Mart 2024,Maruti,1996,170.000 km,Düz,LPG & Benzin,Hatchback/5,Lacivert,796 cc,39 hp,Önden Çekiş,,,35 lt,Belirtilmemiş,Takasa Uygun,Sahibinden,Düşük Km,,,,,,
Detail,10334,20240320,Otomobil,Suzuki,800,Çanakkale,2146194,18277451,6,146500,1,1,1,1,Otomobil / Suzuki / Maruti / 800 / ,A,18277451,20 Mart 2024,Maruti,2000,76.000 km,Düz,LPG & Benzin,Hatchback/5,Mavi (metalik),796 cc,45 hp,Önden Çekiş,İkinci El,"6,5 lt",30 lt,Tamamı orjinal,Takasa Uygun Değil,Galeriden,"İlk Sahibinden,Düşük Km",,,,,,
Detail,4123257,20240319,Otomobil,Suzuki,1.3 GL,Balıkesir,4154299,24839658,15,139999,1,1,0,1,Otomobil / Suzuki / Swift / 1.3 / GL / ,C,24839658,19 Mart 2024,Swift,1991,250.000 km,Düz,LPG & Benzin,Sedan,Siyah,1298 cc,67 hp,Önden Çekiş,İkinci El,,,Belirtilmemiş,,Sahibinden,Fiyatı Düşen,,,,,,
Detail,9247041,20240320,Otomobil,Suzuki,1.5 AT,Adana,9321671,23787276,14,490000,1,1,0,1,Otomobil / Suzuki / Swift / 1.5 AT / ,B,23787276,20 Mart 2024,Swift,2008,213.000 km,Otomatik,LPG & Benzin,Hatchback/5,Siyah,1490 cc,103 hp,Önden Çekiş,İkinci El,"6,7 lt",43 lt,Belirtilmemiş,-,Sahibinden,,,,,,,
Detail,9416911,20240317,Otomobil,Suzuki,GL,Sakarya,9491365,24246980,10,475000,1,1,0,1,Otomobil / Suzuki / SX4 / GL / ,C,24246980,17 Mart 2024,SX4,2011,200.000 km,Düz,Dizel,Hatchback/5,Beyaz,1560 cc,91 hp,Önden Çekiş,,"4,9 lt",50 lt,"1 değişen, 5 boyalı",Takasa Uygun,Sahibinden,,,,,,,
Detail,3748229,20240318,Otomobil,Suzuki,1.3 MT 4X4,Erzurum,3779575,24268313,5,410000,1,1,0,1,Otomobil / Suzuki / Swift / 1.3 / MT 4X4 / ,B,24268313,18 Mart 2024,Swift,2006,168.500 km,Düz,Benzin,Hatchback/5,Kırmızı,1328 cc,93 hp,4WD (Sürekli),,"6,5 lt",40 lt,2 boyalı,Takasa Uygun,Sahibinden,,,,,,,
Detail,9610096,20240319,Otomobil,Suzuki,1.3 MT 4X4,Antalya,9684400,24835767,15,400000,1,1,0,1,Otomobil / Suzuki / Swift / 1.3 / MT 4X4 / ,B,24835767,19 Mart 2024,Swift,2007,107.000 km,Düz,Benzin,Hatchback/5,Siyah,1328 cc,93 hp,4WD (Sürekli),İkinci El,"6,5 lt",40 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,"Fiyatı Düşen,Düşük Km",,,,,,
Detail,3371420,20240317,Otomobil,Suzuki,800,Bursa,3403039,12399183,7,230000,1,1,0,1,Otomobil / Suzuki / Maruti / 800 / ,A,12399183,17 Mart 2024,Maruti,2001,140.000 km,Düz,LPG & Benzin,Hatchback/5,Lacivert,796 cc,39 hp,Önden Çekiş,İkinci El,,35 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,"İlk Sahibinden,Düşük Km",,,,,,
Detail,6201319,20240321,Otomobil,Suzuki,0.8 GL,İstanbul,6277445,24874151,11,169500,1,1,0,1,Otomobil / Suzuki / Alto / 0.8 GL / ,A,24874151,21 Mart 2024,Alto,1990,32.500 km,Düz,LPG & Benzin,Hatchback/5,Kırmızı,796 cc,41 hp,Önden Çekiş,İkinci El,,35 lt,Tamamı orjinal,,Sahibinden,Düşük Km,,,,,,
Detail,5602541,20240311,Otomobil,Suzuki,1.3 MT 4X4,Ankara,5675375,24729348,2,300000,1,1,0,1,Otomobil / Suzuki / Swift / 1.3 / MT 4X4 / ,B,24729348,11 Mart 2024,Swift,2007,427.000 km,Düz,LPG & Benzin,Hatchback/5,Turuncu,1328 cc,93 hp,4WD (Sürekli),İkinci El,"6,5 lt",40 lt,1 değişen,Takasa Uygun,Sahibinden,,,,,,,
Detail,4822534,20240310,Otomobil,Suzuki,1.2 GL,Adana,4877509,23906242,5,450000,1,1,0,1,Otomobil / Suzuki / Swift / 1.2 / GL / ,B,23906242,10 Mart 2024,Swift,2012,226.000 km,Düz,LPG & Benzin,Hatchback/5,Beyaz,1242 cc,95 hp,4WD (Sürekli),İkinci El,5 lt,42 lt,4 boyalı,,Sahibinden,,,,,,,
Detail,6803493,20240319,Otomobil,Suzuki,1.6 GLX,Sinop,6879406,24283272,10,298500,1,1,0,1,Otomobil / Suzuki / Liana / 1.6 GLX / ,C,24283272,19 Mart 2024,Liana,2002,1.735 km,Düz,Benzin,Hatchback/5,Gri (Gümüş),1586 cc,107 hp,Önden Çekiş,İkinci El,"6,9 lt",50 lt,1 değişen,Takasa Uygun Değil,Sahibinden,Düşük Km,,,,,,
